source_path,relative_path,file_name,kind,size_bytes,sha256,signature,parse_ok,parse_message_count,parse_message_types,parse_error
downloads/log_0067_flyaway.bin,downloads/log_0067_flyaway.bin,log_0067_flyaway.bin,bin,1064960,b729efbac030e6071c1725cc8a06d7dbf37b7728f6f2f20c9cb805e1b893eacc,binlike,True,3000,35,
downloads/log_0068_uncontrolled_descent.bin,downloads/log_0068_uncontrolled_descent.bin,log_0068_uncontrolled_descent.bin,bin,380928,e37a094bd36b9572806acfd0701214927028bffce22d8ab38877549ba95e87a5,binlike,True,3000,51,
downloads/log_0069_radio_failsafe.bin,downloads/log_0069_radio_failsafe.bin,log_0069_radio_failsafe.bin,bin,630784,cdb6b1a5546b7f01c91fd16786e2cbda4d60a5f408ab1f3f7582628aa878498b,binlike,True,3000,49,
downloads/log_0070_radio_failsafe.bin,downloads/log_0070_radio_failsafe.bin,log_0070_radio_failsafe.bin,bin,749568,c35318e6ce5ed8bc79c3173b15fe88b912c4a6bb4c288b64c6fe18243df729bd,binlike,True,3000,47,
downloads/log_0071_radio_failsafe.bin,downloads/log_0071_radio_failsafe.bin,log_0071_radio_failsafe.bin,bin,937984,7b4e98a4d20fd3ec5325b0b6a964112b7a4cc8f5b3e6e1d6a4cd36a5f441a942,binlike,True,3000,45,
downloads/log_0009_compass_interference.zip,downloads/log_0009_compass_interference.zip,log_0009_compass_interference.zip,zip,1019903,c55dea6f970ba670e48864a1596a182297ba7e4809e9f2693a49a7694d873a7c,archive,False,0,0,archive
downloads/log_0013_compass_interference.zip,downloads/log_0013_compass_interference.zip,log_0013_compass_interference.zip,zip,1895204,e21ed44cd5684cc210eeb72c56815b551fe5488ea490dbd483f376803e4b78a5,archive,False,0,0,archive
downloads/log_0014_compass_interference.zip,downloads/log_0014_compass_interference.zip,log_0014_compass_interference.zip,zip,1255,529e1dbbd27130eeaaf60c12f9b92cbca4b29295e189af64510fd26a24859b4c,archive,False,0,0,archive
downloads/log_0019_sudden_yaw.zip,downloads/log_0019_sudden_yaw.zip,log_0019_sudden_yaw.zip,zip,875178,f3a6f273d60a326d8bbdff65c4bf582135ea787391d2330bbcd695b3526f0f0e,archive,False,0,0,archive
downloads/log_0024_sudden_yaw.zip,downloads/log_0024_sudden_yaw.zip,log_0024_sudden_yaw.zip,zip,4495851,b40fb82a488257778b3e1ca7cc8a25cdfe11d897c90667ea6e88a5252dc8fbed,archive,False,0,0,archive
downloads/log_0031_battery_failsafe.zip,downloads/log_0031_battery_failsafe.zip,log_0031_battery_failsafe.zip,zip,152187,5ae764880a5d4f14ad5adb2494d4f17520bf077621af48ef42b5c56ec69d5f50,archive,False,0,0,archive
downloads/log_0035_hardware_failure.zip,downloads/log_0035_hardware_failure.zip,log_0035_hardware_failure.zip,zip,123438,cbe1fbcaed7e8e7837cf79aaed08be21822433569edfc8334064d5490dd8ffb4,archive,False,0,0,archive
downloads/log_0051_oscillation_crash.zip,downloads/log_0051_oscillation_crash.zip,log_0051_oscillation_crash.zip,zip,984753,fda6b2ec3b5fab004bd93bf70075fd4481ad8b748a757a430f62e3a6fd9fbcf6,archive,False,0,0,archive
